timestamp,value,is_anomaly,predicted
1425008573,42,False,44.0725
1425008873,41,False,50.70939
1425009173,41,False,81.40512
1425009473,61,False,39.950367
1425009773,44,False,35.35016
1425010073,27,False,27.713638
1425010373,37,False,41.54571
1425010673,36,False,38.74362
1425010973,49,False,40.859787
1425011273,36,False,25.444733
1425011573,41,False,31.864576
1425011873,32,False,28.622643
1425012173,50,False,67.422714
1425012473,43,False,52.823044
1425012773,50,False,45.38516
1425013073,47,False,24.453096
1425013373,50,False,26.30445
1425013673,45,False,31.192892
1425013973,56,False,48.51421
1425014273,40,False,49.95478
1425014573,32,False,45.247726
1425014873,57,False,28.666618
1425015173,73,True,31.362171
1425015473,49,False,21.657389
1425015773,59,False,56.12364
1425016073,140,True,65.32431
1425016373,56,False,59.383816
1425016673,44,False,33.06472
1425016973,38,False,39.525936
1425017273,37,False,27.618866
1425017573,28,False,42.99863
1425017873,30,False,44.719856
1425018173,32,False,42.912575
1425018473,38,False,29.724861
1425018773,47,False,33.394882
1425019073,31,False,31.523886
1425019373,30,False,51.963814
1425019673,26,False,47.549656
1425019973,20,False,58.242588
1425020273,36,False,59.746346
1425020573,28,False,32.827415
1425020873,23,False,30.970127
1425021173,15,False,59.815273
1425021473,25,False,43.458904
1425021773,20,False,34.112938
1425022073,19,False,29.294142
1425022373,19,False,33.125698
1425022673,18,False,27.59595
1425022973,21,False,45.48289
1425023273,17,False,36.27967
1425023573,11,False,32.72244
1425023873,32,False,21.086588
1425024173,13,False,22.274696
1425024473,13,False,27.048908
1425024773,31,False,27.43634
1425025073,23,False,30.321333
1425025373,19,False,35.536034
1425025673,22,False,21.62684
1425025973,18,False,20.279493
1425026273,23,False,23.432384
1425026573,42,False,29.416405
1425026873,14,False,31.804121
1425027173,14,False,32.829742
1425027473,23,False,19.04106
1425027773,15,False,18.28931
1425028073,15,False,24.699017
1425028373,11,False,22.828165
1425028673,18,False,23.370234
1425028973,11,False,37.132004
1425029273,20,False,15.143021
1425029573,26,False,15.26905
1425029873,14,False,20.831905
1425030173,17,False,19.597483
1425030473,17,False,19.68858
1425030773,18,False,26.509106
1425031073,20,False,14.727424
1425031373,22,False,15.286534
1425031673,19,False,21.520533
1425031973,31,False,17.266935
1425032273,16,False,18.790913
1425032573,17,False,18.57605
1425032873,17,False,12.960232
1425033173,27,False,14.518209
1425033473,32,True,13.747632
1425033773,27,False,15.758645
1425034073,30,False,18.330496
1425034373,21,False,27.150211
1425034673,24,False,14.051129
1425034973,29,False,14.145045
1425035273,30,False,17.930708
1425035573,14,False,18.635471
1425035873,30,False,19.45123
1425036173,10,False,19.991117
1425036473,41,True,14.762168
1425036773,18,False,16.852385
1425037073,25,False,16.083525
1425037373,44,False,17.578835
1425037673,36,False,23.602312
1425037973,16,False,20.086153
1425038273,39,False,19.418797
1425038573,19,False,24.009844
1425038873,34,False,19.58092
1425039173,42,False,19.986609
1425039473,30,False,30.254147
1425039773,24,False,20.160902
1425040073,35,False,20.22199
1425040373,34,False,18.898758
1425040673,23,False,18.161875
1425040973,50,False,17.055286
1425041273,39,False,21.732681
1425041573,32,False,32.831326
1425041873,42,False,22.117634
1425042173,38,False,22.17311
1425042473,34,False,24.953205
1425042773,42,False,25.21217
1425043073,44,False,33.267914
1425043373,53,False,28.736994
1425043673,37,False,23.506163
1425043973,29,False,26.770296
1425044273,28,False,33.74566
1425044573,41,False,32.778522
1425044873,34,False,27.281183
1425045173,37,False,32.34816
1425045473,222,True,38.035175
1425045773,46,False,37.78836
1425046073,32,False,32.051666
1425046373,37,False,36.80187
1425046673,110,False,37.085175
1425046973,65,False,41.191723
1425047273,42,False,39.842186
1425047573,54,False,54.86834
1425047873,66,False,57.41518
1425048173,46,False,40.448288
1425048473,42,False,46.02332
1425048773,38,False,41.343548
1425049073,102,True,28.336624
1425049373,92,False,54.510506
1425049673,62,False,58.23806
1425049973,62,False,53.868416
1425050273,56,False,58.70003
1425050573,86,False,52.594654
1425050873,67,False,51.51058
1425051173,62,False,65.19024
1425051473,56,False,59.838284
1425051773,61,False,67.77029
1425052073,58,False,63.80071
1425052373,52,False,72.34956
1425052673,50,False,58.965225
1425052973,51,False,58.852615
1425053273,47,False,68.27437
1425053573,41,False,70.30145
1425053873,52,False,71.32061
1425054173,37,False,72.859024
1425054473,68,False,59.786198
1425054773,68,False,56.250614
1425055073,109,True,52.23953
1425055373,80,False,58.932503
1425055673,108,False,76.35689
1425055973,65,False,80.66314
1425056273,172,True,64.94394
1425056573,172,True,71.54309
1425056873,271,True,68.36337
1425057173,456,True,89.71029
1425057473,440,True,134.6846
1425057773,477,True,126.21005
1425058073,426,False,175.72702
1425058373,284,False,218.23523
1425058673,159,False,224.17328
1425058973,112,False,220.60077
1425059273,118,False,242.33545
1425059573,70,False,211.2764
1425059873,59,False,180.39964
1425060173,51,False,179.65549
1425060473,63,False,151.20279
1425060773,45,False,204.62018
1425061073,108,False,204.9653
1425061373,68,False,183.32085
1425061673,105,False,196.94618
1425061973,52,False,188.1459
1425062273,95,False,168.9129
1425062573,111,False,156.3423
1425062873,116,False,164.8849
1425063173,155,False,126.91968
1425063473,141,False,232.38298
1425063773,115,False,202.42792
1425064073,137,False,182.1961
1425064373,112,False,184.77492
1425064673,113,False,141.38393
1425064973,136,False,142.12779
1425065273,119,False,221.74937
1425065573,97,False,221.63635
1425065873,102,False,197.04927
1425066173,101,False,168.95969
1425066473,96,False,126.08925
1425066773,87,False,112.545425
1425067073,93,False,119.329666
1425067373,103,False,134.35228
1425067673,96,False,121.8092
1425067973,99,False,124.967316
1425068273,110,False,85.02119
1425068573,90,False,135.73871
1425068873,154,False,149.15163
1425069173,131,False,203.44498
1425069473,130,False,227.91493
1425069773,100,False,141.81023
1425070073,93,False,183.426
1425070373,95,False,121.34134
1425070673,109,False,136.30798
1425070973,92,False,113.14758
1425071273,111,False,113.64194
1425071573,99,False,50.421734
1425071873,122,False,82.596794
1425072173,89,False,86.41019
1425072473,108,False,82.70137
1425072773,106,False,91.71597
1425073073,118,False,93.07208
1425073373,110,False,86.32316
1425073673,138,True,81.89029
1425073973,111,False,84.10333
1425074273,123,False,100.61541
1425074573,120,False,103.58286
1425074873,89,False,108.13374
1425075173,88,False,105.90489
1425075473,147,False,109.95816
1425075773,129,False,119.87259
1425076073,141,False,120.04515
1425076373,129,False,108.23234
1425076673,81,False,121.832405
1425076973,90,False,101.21815
1425077273,90,False,98.6791
1425077573,96,False,99.507965
1425077873,95,False,102.54412
1425078173,85,False,101.31547
1425078473,96,False,101.572815
1425078773,114,False,95.500244
1425079073,60,True,95.53707
1425079373,73,False,91.11715
1425079673,88,False,101.60476
1425079973,106,False,120.09071
1425080273,103,False,102.070526
1425080573,115,False,94.45684
1425080873,90,False,102.65394
1425081173,93,False,87.87423
1425081473,96,False,96.18569
1425081773,106,False,102.99165
1425082073,91,False,110.05779
1425082373,78,False,102.47967
1425082673,86,False,90.55407
1425082973,90,False,87.75664
1425083273,96,False,95.645256
1425083573,74,False,94.75909
1425083873,96,False,94.37393
1425084173,114,False,94.39913
1425084473,99,False,93.963425
1425084773,77,False,90.166695
1425085073,83,False,91.687454
1425085373,80,False,90.79212
1425085673,85,False,93.52424
1425085973,81,False,86.39573
1425086273,89,False,88.81588
1425086573,80,False,83.12175
1425086873,79,False,85.410736
1425087173,76,False,86.477036
1425087473,97,False,85.81144
1425087773,86,False,84.25302
1425088073,96,False,84.92726
1425088373,79,False,85.92249
1425088673,89,False,87.931244
1425088973,86,False,90.22135
1425089273,78,False,81.01791
1425089573,87,False,78.385635
1425089873,87,False,79.72471
1425090173,111,True,82.08143
1425090473,112,False,82.13036
1425090773,101,False,84.984726
1425091073,111,True,84.32936
1425091373,98,False,89.26422
1425091673,76,False,86.06653
1425091973,73,False,90.2273
1425092273,97,False,88.91683
1425092573,114,True,84.620895
1425092873,104,False,86.799805
1425093173,117,True,80.05649
1425093473,105,True,82.30791
1425093773,100,False,81.139145
1425094073,112,True,84.894165
1425094373,131,True,90.45755
1425094673,107,False,92.73672
1425094973,81,False,88.58253
1425095273,100,False,84.97548
1425095573,76,False,82.11051
1425095873,87,False,84.03075
1425096173,96,False,84.44424
1425096473,87,False,84.80358
1425096773,87,False,84.766
1425097073,73,False,80.26892
1425097373,204,True,80.299
1425097673,229,True,85.00921
1425097973,79,False,88.55585
1425098273,70,False,82.2317
1425098573,63,False,93.62666
1425098873,62,False,88.21021
1425099173,66,False,82.77892
1425099473,66,False,82.22801
1425099773,58,False,79.6211
1425100073,63,False,77.643486
1425100373,36,False,71.90971
1425100673,24,True,72.459206
1425100973,19,True,73.43592
1425101273,19,False,60.868076
1425101573,24,False,72.37035
1425101873,19,False,74.569954
1425102173,27,False,58.272915
1425102473,15,True,73.28697
1425102773,23,False,50.93121
1425103073,25,False,57.853035
1425103373,28,False,53.111282
1425103673,20,False,47.310406
1425103973,14,False,42.357315
1425104273,17,False,35.49465
1425104573,57,False,39.998566
1425104873,43,False,48.64643
1425105173,27,False,34.771915
1425105473,30,False,68.47087
1425105773,26,False,41.220577
1425106073,26,False,38.1366
1425106373,17,False,31.588848
1425106673,82,False,33.086086
1425106973,27,False,34.315678
1425107273,22,False,45.51402
1425107573,42,False,34.02897
1425107873,19,False,29.256369
1425108173,15,False,32.126926
1425108473,19,False,16.45519
1425108773,17,False,20.252804
1425109073,21,False,24.84689
1425109373,21,False,28.401964
1425109673,24,False,21.694239
1425109973,15,False,16.81648
1425110273,16,False,31.50609
1425110573,20,False,15.453386
1425110873,27,False,19.674437
1425111173,20,False,29.076046
1425111473,20,False,14.909634
1425111773,7,False,16.435701
1425112073,10,False,23.274794
1425112373,17,False,7.801034
1425112673,17,False,13.356499
1425112973,9,False,16.830887
1425113273,18,False,18.224112
1425113573,12,False,19.09104
1425113873,16,False,16.814528
1425114173,18,False,12.029342
1425114473,10,False,29.377182
1425114773,10,False,20.202017
1425115073,8,False,17.867949
1425115373,11,False,18.536901
1425115673,14,False,10.37678
1425115973,13,False,12.439128
1425116273,18,False,16.523258
1425116573,21,False,14.247739
1425116873,13,False,16.351545
1425117173,13,False,22.54141
1425117473,26,False,22.166124
1425117773,26,False,34.903652
1425118073,19,False,11.888503
1425118373,12,False,25.64443
1425118673,24,False,23.681282
1425118973,14,False,29.71614
1425119273,10,False,38.067734
1425119573,28,False,25.563477
1425119873,9,False,16.097298
1425120173,12,False,14.6513605
1425120473,15,False,18.53424
1425120773,12,False,21.398903
1425121073,28,False,20.387297
1425121373,23,False,21.380568
1425121673,7,False,17.977987
1425121973,14,False,22.161745
1425122273,13,False,17.798244
1425122573,15,False,15.221985
1425122873,11,False,14.847498
1425123173,15,False,15.929125
1425123473,11,False,18.847658
1425123773,14,False,17.175362
1425124073,13,False,20.75411
1425124373,13,False,14.523889
1425124673,21,False,18.098543
1425124973,22,False,22.356054
1425125273,29,False,24.874954
1425125573,10,False,24.629725
1425125873,18,False,23.37358
1425126173,15,False,15.950548
1425126473,9,False,17.596045
1425126773,16,False,19.100431
1425127073,20,False,14.650161
1425127373,17,False,17.009932
1425127673,26,False,17.551624
1425127973,17,False,18.591501
1425128273,26,False,23.659883
1425128573,24,False,21.942604
1425128873,18,False,24.117847
1425129173,13,False,25.199207
1425129473,19,False,22.904284
1425129773,21,False,21.726912
1425130073,20,False,19.923412
1425130373,22,False,19.292583
1425130673,18,False,18.781364
1425130973,19,False,17.165865
1425131273,23,False,23.520384
1425131573,13,False,17.090574
1425131873,18,False,17.989134
1425132173,17,False,23.761127
1425132473,35,True,18.067877
1425132773,20,False,17.997152
1425133073,23,False,28.342861
1425133373,29,False,17.927366
1425133673,40,False,23.323524
1425133973,24,False,30.054949
1425134273,32,False,21.421675
1425134573,26,False,25.464266
1425134873,23,False,30.907997
1425135173,27,False,24.10246
1425135473,36,False,32.140026
1425135773,26,False,29.173986
1425136073,42,False,26.84308
1425136373,28,False,29.52978
1425136673,32,False,30.614159
1425136973,25,False,34.870293
1425137273,21,False,27.205662
1425137573,41,True,21.246342
1425137873,15,False,31.25553
1425138173,55,True,20.003956
1425138473,36,False,26.953238
1425138773,27,False,33.43098
1425139073,37,False,26.209087
1425139373,29,False,33.788708
1425139673,33,False,33.622368
1425139973,44,False,26.501263
1425140273,35,False,35.350143
1425140573,30,False,32.406864
1425140873,37,False,26.558092
1425141173,26,False,39.78557
1425141473,26,False,31.84184
1425141773,48,True,29.426891
1425142073,40,False,38.204327
1425142373,44,False,33.606617
1425142673,42,False,34.817963
1425142973,37,False,37.621597
1425143273,44,False,30.129755
1425143573,53,False,35.80717
1425143873,37,False,42.2064
1425144173,67,False,37.36766
1425144473,33,False,51.071743
1425144773,33,False,43.35465
1425145073,43,False,28.53586
1425145373,44,False,50.36465
1425145673,34,False,38.96412
1425145973,20,False,37.27505
1425146273,37,False,40.687202
1425146573,52,False,30.236803
1425146873,37,False,30.910736
1425147173,33,False,36.857906
1425147473,36,False,34.73386
1425147773,37,False,34.407383
1425148073,29,False,35.430264
1425148373,33,False,32.724323
1425148673,37,False,33.692883
1425148973,32,False,34.61462
1425149273,39,False,36.55062
1425149573,42,False,33.83706
1425149873,52,False,31.139864
1425150173,84,True,34.272923
1425150473,30,False,50.533264
1425150773,25,False,42.359882
1425151073,21,False,33.79187
1425151373,22,False,34.09265
1425151673,32,False,33.45949
1425151973,46,False,37.735245
1425152273,24,False,29.522463
1425152573,19,False,40.27616
1425152873,25,False,31.191889
1425153173,24,False,30.701351
1425153473,42,False,30.292076
1425153773,60,False,44.36786
1425154073,63,True,35.08178
1425154373,35,False,51.92361
1425154673,35,False,37.775063
1425154973,26,False,35.59141
1425155273,22,False,33.400845
1425155573,52,False,28.26745
1425155873,38,False,41.300434
1425156173,37,False,34.63383
1425156473,26,False,32.567852
1425156773,28,False,34.488228
1425157073,51,False,31.172007
1425157373,41,False,33.462452
1425157673,28,False,32.85204
1425157973,55,False,47.57291
1425158273,29,False,40.794655
1425158573,28,False,35.602493
1425158873,20,False,32.07916
1425159173,31,False,29.557116
1425159473,32,False,26.418177
1425159773,40,False,33.809242
1425160073,20,False,33.2062
1425160373,32,False,27.550854
1425160673,33,False,32.402
1425160973,33,False,31.767971
1425161273,40,False,28.612326
1425161573,20,False,47.3862
1425161873,35,False,36.06742
1425162173,40,False,39.80344
1425162473,20,False,33.029167
1425162773,32,False,25.711748
1425163073,29,False,25.252945
1425163373,29,False,27.610735
1425163673,28,False,31.88431
1425163973,30,False,26.331434
1425164273,39,False,29.924547
1425164573,24,False,28.29529
1425164873,22,False,26.37345
1425165173,32,False,28.077217
1425165473,26,False,29.76173
1425165773,31,False,37.95176
1425166073,40,False,29.231476
1425166373,37,False,36.210896
1425166673,36,False,30.121487
1425166973,24,False,26.340742
1425167273,14,False,27.706696
1425167573,26,False,25.147106
1425167873,37,False,27.469011
1425168173,24,False,29.898493
1425168473,26,False,27.900133
1425168773,24,False,25.513493
1425169073,38,False,24.28583
